Date,Title,Description,Duration,Links,Places
2024-08-31,Where have Cuba’s people gone?,"The Cuban government has announced that their population has fallen by 10% in two years – just days after a demographer on the Caribbean island suggested an even bigger fall.
But which is the right number, and why are so many people leaving?
We speak to Dr Emily Morris from University College London and Dr Jorge Duany from the Cuban Research Institute at Florida International University.
Presenter: Kate LambleProducer: Beth Ashmead LathamSeries producer: Tom CollsProduction co-ordinator: Katie MorrisonSound mix: Sue MaillotEditor: Richard Vadon",9 minutes,https://www.bbc.co.uk/programmes/p0jml917,"['Cuban', 'Caribbean']"
2024-08-24,Do we eat a credit card's worth of microplastic each week?,"The claim we all swallow 5.5 grams of microplastic each week – the same as the weight of a credit card – has been repeated by charities, newspapers and the World Economic Forum.
But when you understand how this number was calculated, and the range of possible answers for the amount of plastic you eat, you might not want to repeat it yourself.
Professor Jamie Woodward from the University of Manchester explains what’s what.
Presenter: Kate LambleProducer: Beth Ashmead LathamResearcher: Ajai Singh Series producer: Tom CollsProduction co-ordinator: Katie MorrisonSound mix: Giles AspenEditor: Richard Vadon",9 minutes,https://www.bbc.co.uk/programmes/p0jl19wk,[]
2024-08-17,Are companies making more money from their customers?,"Recent reports claimed the average global mark-up, the difference between the price of production and the price that product is sold for, rose from 7% in 1980 to 59% by 2020.
So is this true? Are some companies choosing to charge us more than ever for their products?
We investigate the accuracy of these claims, and which companies are responsible with the help of Jan Eeckhout a Professor of Economics at Pompeu Fabra University in Barcelona
Presenter: Kate LambleProducer: Beth Ashmead Latham Production co-ordinator: Katie MorrisonSound mix: Neil Churchill Editor: Richard Vadon",9 minutes,https://www.bbc.co.uk/programmes/p0jjnsn8,['Barcelona']
2024-08-10,Is planet Earth getting greener?,"Canadian psychologist and culture war commentator Jordan Peterson says planet Earth has got 20% greener in the last 20 years.
But satellite data tells a different story.
We investigate the correct number, with the help of Dr Chi Chen, from Rutgers University in the US.
Presenter: Kate LambleSeries producer: Tom CollsProduction co-ordinator: Brenda BrownSound mix: Giles AspenEditor: Richard Fenton-Smith",11 minutes,https://www.bbc.co.uk/programmes/p0jgzxpk,"['Canadian', 'Earth', 'Dr', 'US']"
2024-08-03,Does a language die every two weeks?,"Researchers have catalogued 7,164 languages spoken around the world - some are used daily by billions. Half are spoken by less than 8000 people. The death of a language, when it’s no longer spoken as a first language by anyone living is a deeply significant moment in the cultural life of communities.
Multiple sources including the UN and National Geographic magazine have claimed this happens every two weeks. But we have reasons to be suspicious about that statistic.
Gary Simons, executive editor of the Ethnologue language catalogue, explains where this idea came from.
Presenter: Kate LambleProducer: Natasha FernandesSeries producer: Tom CollsProduction co-ordinator: Brenda BrownSound mix: Nigel AppletonEditor: Richard Fenton-Smith",10 minutes,https://www.bbc.co.uk/programmes/p0jfpsb0,['Ethnologue']
2024-07-27,Are women 14 times more likely to die in natural disasters?,"The idea that women outnumber men by 14 to 1 as casualties of natural disasters has been repeated in newspapers and online for years - the UN have even used this statistic.
But when you track down the source, the research behind this claim leaves much to be desired.
Presenter: Kate LambleSeries producer: Tom CollsProduction co-ordinator: Brenda BrownSound mix: Nigel AppletonEditor: Richard Fenton-Smith",13 minutes,https://www.bbc.co.uk/programmes/p0jdllq2,[]
2024-07-20,Is increasing turbulence making flying more dangerous?,"Is climate change making turbulence more dangerous for people taking flights around the world?
That’s what one listener asked, following a terrifying turbulence incident which left one person dead and more than 20 injured on a flight to Singapore.
We speak to turbulence expert Paul Williams, Professor of Atmospheric Science at the University of Reading, to understand what is going on.
Presenter: Kate LambleProducer: Nathan GowerSeries producer: Tom CollsProduction co-ordinator: Brenda BrownSound mix: Nigel AppletonEditor: Richard Vadon",10 minutes,https://www.bbc.co.uk/programmes/p0jc76sq,['Singapore']
2024-07-13,Federer’s 54%: Tennis stats explained,"How can tennis star Roger Federer have won only 54% of the points he played, but been the best player in the world?
Jeff Sackmann, the tennis stats brain behind tennisabstract.com, explains to Tim Harford how probability works in the sport.
Presenter: Tim HarfordProducer: Debbie RichfordSeries producer: Tom CollsProduction co-ordinator: Brenda BrownSound Mix: Nigel AppletonEditor: Richard Vadon",9 minutes,https://www.bbc.co.uk/programmes/p0j9rx35,[]
2024-07-06,The magic of trigonometry,"You might have found it boring in school maths classes, but Matt Parker thinks we should all learn to love trigonometry.
The ‘Love Triangle’ author talks to Tim Harford about the maths used in GPS, architecture and special effects.
Presenter: Tim HarfordProducer: Debbie Richford Series Producer: Tom CollsProduction Co-ordinator: Brenda BrownSound Mix: Nigel AppletonEditor: Richard Vadon",10 minutes,https://www.bbc.co.uk/programmes/p0j8nh23,[]
2024-07-03,"Election endings, tennis and meeting men in finance","Are Labour right about employment? Are the Conservatives right about cutting NHS managers? Are the Lib Dems right about share buyback? Are Reform UK right about their tax plans?
How do they make the exit poll so accurate?
What are the odds of meeting a very tall man in finance (with a trust fund)?
What does it mean that Roger Federer only won 54% of the points he played?
Tim Harford investigates some of the numbers in the news.
Presenter: Tim Harford Reporter: Kate Lamble Producers: Nathan Gower, Beth Ashmead Latham and Debbie Richford Series producer: Tom Colls Production coordinator: Brenda Brown Sound mix: Rod Farquhar Editor: Richard Vadon",37 minutes,https://www.bbc.co.uk/programmes/p0j7xtxj,"['Conservatives', 'UK']"
2024-06-29,How a tick box doubled the US maternal mortality rates.,"he US has been portrayed as in the grip of a maternal mortality crisis. In contrast to most other developed nations, the rate of maternal deaths in the US has been going up since the early 2000s.
But why? With the help of Saloni Dattani, a researcher at Our World in Data, Tim Harford explores how a gradual change in the way the data was gathered lies at the heart of the problem.
Presenter: Tim HarfordProducer: Debbie RichfordProduction Co-ordinator: Brenda BrownSeries Producer: Tom CollsSound Mix: Emma HarthEditor: Richard Vadon",9 minutes,https://www.bbc.co.uk/programmes/p0j74zfs,"['US', 'US', 'Data']"
2024-06-26,Election claims and erection claims,"Are Labour right about the Liz Truss effect on mortgages? Are the Conservatives right about pensioners? Are Plaid Cymru right about spending? Are the Lib Dems right about care funding? Is Count Binface right about croissants?
Why are MRP polls coming up with such different numbers?
Do erections require a litre of blood?
Tim Harford investigates the numbers in the news.
Presenter: Tim HarfordReporter: Kate LambleProducers: Simon Tulett, Nathan Gower, Beth Ashmead Latham and Debbie RichfordSeries producer: Tom CollsProduction coordinator: Brenda BrownSound mix: Rod FarquharEditor: Richard Vadon",28 minutes,https://www.bbc.co.uk/programmes/p0j6kccc,"['Conservatives', 'MRP']"
2024-06-22,Do ‘pig butchering’ cyber scams make as much as half Cambodia’s GDP?,"So-called “pig butchering” scams take billions of dollars from people around the globe.
But do the cyber scams run from compounds in Cambodia really take an amount of money equivalent to half that country’s GDP?
We investigate how the scale of these criminal operations has been calculated.
Presenter: Tim HarfordReporter: Tom CollsProduction coordinator: Brenda BrownSound mix: Andrew GarrattEditor: Richard Vadon",10 minutes,https://www.bbc.co.uk/programmes/p0j5qznk,['Cambodia']
2024-06-19,"Worse mortgages, better readers, and potholes on the moon","Will Conservative policies raise mortgages by £4800, as Labour claim? Are primary school kids in England the best readers in the (western) world, as the Conservatives claim? Are there more potholes in the UK than craters on the moon?
Tim Harford investigates some of the numbers in the news.
Presenter: Tim Harford Reporter: Kate Lamble Producers: Nathan Gower, Simon Tullet Beth Ashmead-Latham and Debbie RichfordProduction coordinator: Brenda Brown Sound mix: James Beard Editor: Richard Vadon",32 minutes,https://www.bbc.co.uk/programmes/p0j4zsz6,"['England', 'Conservatives', 'UK']"
2024-06-15,Shakespeare’s maths,"AWilliam Shakespeare might well rank as the most influential writer in the English language. But it seems he also had a knack for numbers.
Rob Eastaway, author of Much Ado about Numbers, tells Tim Harford about the simple maths that brings Shakespeare’s work to life.
Presenter: Tim HarfordReadings: Stella Harford and Jordan DunbarProducer: Beth Ashmead-LathamSeries producer: Tom CollsProduction coordinator: Brenda BrownSound mix: James BeardEditor: Richard Vadon",10 minutes,https://www.bbc.co.uk/programmes/p0j497ft,[]
2024-06-12,"Leaflets, taxes, oil workers and classrooms","What’s going on with the dodgy bar charts that political parties put on constituency campaign leaflets?
What’s the truth about tax promises?
Are 100,000 oil workers going to lose their jobs in Scotland?
Will class sizes increase in state schools if private schools increase their fees?
Tim Harford investigates some of the numbers in the news.
Presenter: Tim HarfordReporter: Kate LambleProducers: Nathan Gower, Beth Ashmead-Latham, Debbie RichfordProduction coordinator: Brenda BrownSound mix: Neil ChurchillEditor: Richard Vadon",29 minutes,https://www.bbc.co.uk/programmes/p0j3lrss,['Scotland']
